book_id,isbn13,original_publication_year,original_title,title,image_url,small_image_url
5629,9781455507190,2000,Daytripper,Paradise,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg
5630,9780674430010,2015,"Club Shadowlands (Masters of the Shadowlands, #1)",Idoru (Bridge #2),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5631,9780316159430,2013,Masumiyet MÃ¼zesi,"The Best Man (Blue Heron, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5632,9780671223500,2009,The Mothers,"Castle in the Air (Howl's Moving Castle, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5633,9780857532020,1956, Faust. Der TragÃ¶die erster und zweiter Teil ,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",https://images.gr-assets.com/books/1329085934m/10706120.jpg,https://images.gr-assets.com/books/1329085934s/10706120.jpg
5634,9780804138820,2012,Faking It,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5635,9780375724670,2015,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, # 4)",RoomHate,https://images.gr-assets.com/books/1453991440m/27083865.jpg,https://images.gr-assets.com/books/1453991440s/27083865.jpg
5636,9780060082160,1998,Accordance,Living Dead Girl,https://images.gr-assets.com/books/1314272108m/2954411.jpg,https://images.gr-assets.com/books/1314272108s/2954411.jpg
5637,9781476740480,2006,Bloodrose,The Dhammapada,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5638,9780451523490,1994,Cards on the Table,"Law Man (Dream Man, #3)",https://images.gr-assets.com/books/1327911077m/13412515.jpg,https://images.gr-assets.com/books/1327911077s/13412515.jpg
5639,9780679747050,2016,Tales From a Not-So-Smart Miss Know-it-all,"Deadly Decisions (Temperance Brennan, #3)",https://images.gr-assets.com/books/1452313887m/128754.jpg,https://images.gr-assets.com/books/1452313887s/128754.jpg
5640,9780312360400,2015,Ramona and Her Mother,Rising Strong,https://images.gr-assets.com/books/1428641002m/23317538.jpg,https://images.gr-assets.com/books/1428641002s/23317538.jpg
5641,9780553588450,2013,Appointment with Death,"Speaking from Among the Bones (Flavia de Luce, #5)",https://images.gr-assets.com/books/1344371922m/13642963.jpg,https://images.gr-assets.com/books/1344371922s/13642963.jpg
5642,9780375414950,2011,Natural Born Charmer,Swimsuit,https://images.gr-assets.com/books/1344268075m/5551522.jpg,https://images.gr-assets.com/books/1344268075s/5551522.jpg
5643,9780340752490,2004,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Through Gates of Splendor,https://images.gr-assets.com/books/1406510855m/56634.jpg,https://images.gr-assets.com/books/1406510855s/56634.jpg
5644,9781423166000,2012,The Three Little Kittens (A First Little Golden Book),"Dirty Red (Love Me with Lies, #2)",https://images.gr-assets.com/books/1364298887m/15832316.jpg,https://images.gr-assets.com/books/1364298887s/15832316.jpg
5645,9780451230550,2000,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness",The Darkest Part of the Forest,https://images.gr-assets.com/books/1397755014m/20958632.jpg,https://images.gr-assets.com/books/1397755014s/20958632.jpg
5646,9780439680100,2013,The Sword of Shannara Trilogy,"Dream a Little Dream (Chicago Stars, #4)",https://images.gr-assets.com/books/1308818689m/73095.jpg,https://images.gr-assets.com/books/1308818689s/73095.jpg
5647,9780374292090,2002,Maybe In Another Life,ØªØ§ÙƒØ³ÙŠ: Ø­ÙˆØ§Ø¯ÙŠØª Ø§Ù„Ù…Ø´Ø§ÙˆÙŠØ±,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5648,9780449912420,1976," Carry On, Warrior: Thoughts on Life Unarmed ",The Samurai's Garden,https://images.gr-assets.com/books/1327876036m/51113.jpg,https://images.gr-assets.com/books/1327876036s/51113.jpg
5649,9781423134500,2005,The Valley of Fear,The Hating Game,https://images.gr-assets.com/books/1467138679m/25883848.jpg,https://images.gr-assets.com/books/1467138679s/25883848.jpg
5650,9780375500720,2013,The Pagan Stone,Black-Eyed Susans,https://images.gr-assets.com/books/1431975016m/23746004.jpg,https://images.gr-assets.com/books/1431975016s/23746004.jpg
5651,9780316070620,1990,Principle Centered Leadership,"Neanderthal Seeks Human (Knitting in the City, #1)",https://images.gr-assets.com/books/1364347894m/17673307.jpg,https://images.gr-assets.com/books/1364347894s/17673307.jpg
5652,9780385524380,2013,Monster Hunter International,"Goliath (Leviathan, #3)",https://images.gr-assets.com/books/1299808712m/9918083.jpg,https://images.gr-assets.com/books/1299808712s/9918083.jpg
5653,9780027436300,2015,The Bitter Kingdom,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",https://images.gr-assets.com/books/1383918162m/824763.jpg,https://images.gr-assets.com/books/1383918162s/824763.jpg
5654,9781451636020,2012,The Teeth of the Tiger,"Criminal (Will Trent, #6)",https://images.gr-assets.com/books/1334414049m/12922320.jpg,https://images.gr-assets.com/books/1334414049s/12922320.jpg
5655,9780192835150,1936,Moreta: Dragonlady Of Pern,"The Bear and the Dragon (Jack Ryan Universe, #11)",https://images.gr-assets.com/books/1361933747m/19687.jpg,https://images.gr-assets.com/books/1361933747s/19687.jpg
5656,9780140277450,1996,Frosty the Snowman (Little Golden Book),"W is for Wasted (Kinsey Millhone, #23)",https://images.gr-assets.com/books/1367622462m/17707605.jpg,https://images.gr-assets.com/books/1367622462s/17707605.jpg
5657,9780670020540,1997,Preacher: War in the Sun,I'm Just Here for the Food: Food + Heat = Cooking,https://images.gr-assets.com/books/1473385712m/101249.jpg,https://images.gr-assets.com/books/1473385712s/101249.jpg
5658,9780743271320,1990,The Queen of Attolia,All Things Wise and Wonderful,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5659,9781250010090,2013,A Single Man,Sins of the Night (Dark-Hunter #7),https://images.gr-assets.com/books/1317065358m/84135.jpg,https://images.gr-assets.com/books/1317065358s/84135.jpg
5660,9780330413350,1989,Mortality,"Shades of Earth (Across the Universe, #3)",https://images.gr-assets.com/books/1346494567m/10345937.jpg,https://images.gr-assets.com/books/1346494567s/10345937.jpg
5661,9780374266520,2009,Icefire,"Tehanu (Earthsea Cycle, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5662,9780762447700,2007,Norse Mythology,"Reboot (Reboot, #1)",https://images.gr-assets.com/books/1350931774m/13517455.jpg,https://images.gr-assets.com/books/1350931774s/13517455.jpg
5663,9780755328180,1999,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Hunger Makes Me a Modern Girl,https://images.gr-assets.com/books/1435507354m/25065629.jpg,https://images.gr-assets.com/books/1435507354s/25065629.jpg
5664,9780425208430,2010,Honor's Splendour,Thomas Jefferson: The Art of Power,https://images.gr-assets.com/books/1342043615m/13533740.jpg,https://images.gr-assets.com/books/1342043615s/13533740.jpg
5665,9780316123400,2000,Shut Out,"Murder in Mesopotamia (Hercule Poirot, #14)",https://images.gr-assets.com/books/1308808558m/16360.jpg,https://images.gr-assets.com/books/1308808558s/16360.jpg
5666,9780440240940,1991,Valley of Silence,"Excession (Culture, #5)",https://images.gr-assets.com/books/1288930712m/12013.jpg,https://images.gr-assets.com/books/1288930712s/12013.jpg
5667,9781607069450,2008,The Prophet of Yonwood,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5668,9780425173750,1958,Hope to Die,"G is for Gumshoe (Kinsey Millhone, #7)",https://images.gr-assets.com/books/1315138148m/257990.jpg,https://images.gr-assets.com/books/1315138148s/257990.jpg
5669,9781594480030,2011,Deep Kiss Of Winter ,"King and Maxwell (Sean King & Michelle Maxwell, #6)",https://images.gr-assets.com/books/1379456669m/17333431.jpg,https://images.gr-assets.com/books/1379456669s/17333431.jpg
5670,9780345495940,2011,Doll Bones,Love's Executioner and Other Tales of Psychotherapy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5671,9780316250820,2003,Red Mist,"The Magician's Apprentice (Black Magician, #0.5)",https://images.gr-assets.com/books/1344264805m/3342764.jpg,https://images.gr-assets.com/books/1344264805s/3342764.jpg
5672,9780786818690,1974,I Am Half-Sick of Shadows ,"Reaper's Gale (The Malazan Book of the Fallen, #7)",https://images.gr-assets.com/books/1403011403m/459064.jpg,https://images.gr-assets.com/books/1403011403s/459064.jpg
5673,9780804177660,2000,Wild Man,The Visitation,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5674,9780060776250,2007,Welcome to Night Vale,"Locke & Key, Vol. 3: Crown of Shadows",https://images.gr-assets.com/books/1377306494m/7202841.jpg,https://images.gr-assets.com/books/1377306494s/7202841.jpg
5675,9780007120700,1989,An Offer From a Gentleman,Leadership and Self-Deception: Getting Out of the Box,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5676,9780525953620,1991,Dumplin',"The Garden of Rama (Rama, #3)",https://images.gr-assets.com/books/1375814957m/112518.jpg,https://images.gr-assets.com/books/1375814957s/112518.jpg
5677,9780307460200,2013,Ancillary Mercy,"Blue-Eyed Devil (Travises, #2)",https://images.gr-assets.com/books/1311990880m/1756703.jpg,https://images.gr-assets.com/books/1311990880s/1756703.jpg
5678,9780823404700,2012,The Darkest Surrender,Our Man in Havana,https://images.gr-assets.com/books/1327926887m/133394.jpg,https://images.gr-assets.com/books/1327926887s/133394.jpg
5679,9780439995440,2012,Danse Macabre,Batman: The Black Mirror,https://images.gr-assets.com/books/1503127212m/10889279.jpg,https://images.gr-assets.com/books/1503127212s/10889279.jpg
5680,9780857203310,2011,Seducing Cinderella,Kill Me If You Can,https://images.gr-assets.com/books/1344263782m/9682816.jpg,https://images.gr-assets.com/books/1344263782s/9682816.jpg
5681,9780804137390,2002,Blue Shoes and Happiness ,"Killers of the Dawn (Cirque Du Freak, #9)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5682,9780743249290,2013,The Vagina Monologues,Tramp for the Lord,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5683,9780141311300,2008,Our Mutual Friend,If You Take a Mouse to the Movies,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5684,9780872201930,2014,A Handful of Dust,"A Lick of Frost (Merry Gentry, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5685,9780749748000,1977,Leota's Garden,The Abyss,https://images.gr-assets.com/books/1225165505m/40289.jpg,https://images.gr-assets.com/books/1225165505s/40289.jpg
5686,9781592243010,2009,Not My Daughter,"The Witch's Daughter (The Witch's Daughter, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5687,9781401340870,2011,The Book of Illusions,The Readers of Broken Wheel Recommend,https://images.gr-assets.com/books/1452107441m/25573977.jpg,https://images.gr-assets.com/books/1452107441s/25573977.jpg
5688,9780307444060,2012,To Tame a Highland Warrior,"Live by Night (Coughlin, #2)",https://images.gr-assets.com/books/1334590418m/13083008.jpg,https://images.gr-assets.com/books/1334590418s/13083008.jpg
5689,9780345528700,1961,A Mango-Shaped Space,"Until I Die (Revenants, #2)",https://images.gr-assets.com/books/1335240840m/12908877.jpg,https://images.gr-assets.com/books/1335240840s/12908877.jpg
5690,9781591828780,1980,Quentins,The Magic of Reality: How We Know What's Really True,https://images.gr-assets.com/books/1327883246m/11256979.jpg,https://images.gr-assets.com/books/1327883246s/11256979.jpg
5691,9780061997180,1988,Daniel Deronda,"Remember (Redemption, #2)",https://images.gr-assets.com/books/1406506306m/35332.jpg,https://images.gr-assets.com/books/1406506306s/35332.jpg
5692,9780618083600,2014,Chasing Perfect,"Alex Cross, Run (Alex Cross, #20)",https://images.gr-assets.com/books/1343360404m/13521299.jpg,https://images.gr-assets.com/books/1343360404s/13521299.jpg
5693,9780451210630,2007,The Debutante DivorcÃ©e,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5694,9780805097450,1937,"The Wheel of Darkness (Pendergast, #8)","Blood Magick (The Cousins O'Dwyer Trilogy, #3)",https://images.gr-assets.com/books/1458263077m/18754961.jpg,https://images.gr-assets.com/books/1458263077s/18754961.jpg
5695,9780312374980,2001,Sleeping Giants,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5696,9780425256220,2013,Blackmoore,The Brightest Star in the Sky,https://images.gr-assets.com/books/1268685823m/6539596.jpg,https://images.gr-assets.com/books/1268685823s/6539596.jpg
5697,9780413771000,2004,The Sandman: Endless Nights,Entwined,https://images.gr-assets.com/books/1279037245m/8428195.jpg,https://images.gr-assets.com/books/1279037245s/8428195.jpg
5698,9784103534260,1997,The First Wives Club,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5699,9780330418870,2013,The Vanishing Act of Esme Lennox,El coronel no tiene quien le escriba,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5700,9780060097480,2013,The Night Watch,Waiting for the Barbarians,https://images.gr-assets.com/books/1330879044m/6194.jpg,https://images.gr-assets.com/books/1330879044s/6194.jpg
5701,9780345413990,2012,Mightier Than the Sword,The Last Seven Months of Anne Frank,https://images.gr-assets.com/books/1320487142m/769212.jpg,https://images.gr-assets.com/books/1320487142s/769212.jpg
5702,9780316011270,2014,Blood Canticle,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",https://images.gr-assets.com/books/1410191571m/21856367.jpg,https://images.gr-assets.com/books/1410191571s/21856367.jpg
5703,9781400077920,2009,Nature Girl,Kabul Beauty School: An American Woman Goes Behind the Veil,https://images.gr-assets.com/books/1320448527m/316558.jpg,https://images.gr-assets.com/books/1320448527s/316558.jpg
5704,9781841494180,2003,Boy's Life,To Have and Have Not,https://images.gr-assets.com/books/1400886825m/4630.jpg,https://images.gr-assets.com/books/1400886825s/4630.jpg
5705,9780393310320,2007,Adam Bede,Jackdaws,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5706,9781441836310,1963,Sister of My Heart,Ø­Ø¨ÙŠØ¨ØªÙŠ Ø¨ÙƒÙ…Ø§Ø¡,https://images.gr-assets.com/books/1377064343m/18363068.jpg,https://images.gr-assets.com/books/1377064343s/18363068.jpg
5707,9780060080850,1942,åšå£«ã®æ„›ã—ãŸæ•°å¼ ,"The System of the World (The Baroque Cycle, #3)",https://images.gr-assets.com/books/1407712273m/116257.jpg,https://images.gr-assets.com/books/1407712273s/116257.jpg
5708,9780671890920,2002,H is for Homicide,"Touching Spirit Bear (Spirit Bear, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5709,9780060584030,2013,JPod,The Flamethrowers,https://images.gr-assets.com/books/1387146199m/15803141.jpg,https://images.gr-assets.com/books/1387146199s/15803141.jpg
5710,9780743437350,2014,The Face,"Twice Tempted (Night Prince, #2)",https://images.gr-assets.com/books/1352947741m/13125234.jpg,https://images.gr-assets.com/books/1352947741s/13125234.jpg
5711,9780446195520,2007,The Ascent of Money: A Financial History of the World,Unorthodox: The Scandalous Rejection of My Hasidic Roots,https://images.gr-assets.com/books/1336676500m/13547241.jpg,https://images.gr-assets.com/books/1336676500s/13547241.jpg
5712,9780553561180,2007,Food: A Love Story,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",https://images.gr-assets.com/books/1380214609m/18172471.jpg,https://images.gr-assets.com/books/1380214609s/18172471.jpg
5713,9780062117180,1997,The Impossible Knife of Memory,Crush It!: Why Now Is the Time to Cash In on Your Passion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5714,9780316376110,2010,Purgatorio,Redemption Ark,https://images.gr-assets.com/books/1309206851m/89190.jpg,https://images.gr-assets.com/books/1309206851s/89190.jpg
5715,9780448095030,2010,Deliver Us From Evil,"The Venetian Betrayal (Cotton Malone, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5716,9780449205620,2016,One Last Thing Before I Go,"Collected Poems, 1909-1962",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5717,9780062073130,1986,"By The Time You Read This, I'll Be Dead",The Robe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5718,9781855496640,2006,Dean Koontz's Frankenstein: City of Night ,Beauty and the Beast,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5719,25986247522,2010,The Quillan Games,The Yonahlossee Riding Camp for Girls,https://images.gr-assets.com/books/1364772121m/16158508.jpg,https://images.gr-assets.com/books/1364772121s/16158508.jpg
5720,9780425241130,1937,number9dream,"Lead (Stage Dive, #3)",https://images.gr-assets.com/books/1396467599m/19286623.jpg,https://images.gr-assets.com/books/1396467599s/19286623.jpg
5721,9780413772190,2010,Girlfriend in a Coma,"No Humans Involved (Women of the Otherworld, #7)",https://images.gr-assets.com/books/1362703261m/862350.jpg,https://images.gr-assets.com/books/1362703261s/862350.jpg
5722,9781416516740,2010,"The Green Mile, Part 1: The Two Dead Girls","Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5723,9780385341590,1992,Ella Minnow Pea: A Novel in Letters,The Gift of Fear: Survival Signals That Protect Us from Violence,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5724,9780743233490,2003,Toll the Hounds,"Endless Summer (The Boys Next Door, #1-2)",https://images.gr-assets.com/books/1276962830m/7124475.jpg,https://images.gr-assets.com/books/1276962830s/7124475.jpg
5725,9781583334390,1986,The Bone Garden,"Big Nate Strikes Again (Big Nate Novels, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5726,9780345457710,2015,"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Don't You Cry,https://images.gr-assets.com/books/1459917062m/27821486.jpg,https://images.gr-assets.com/books/1459917062s/27821486.jpg
5727,9780385339480,1999,A Head Full of Ghosts,"His Needs, Her Needs: Building an Affair-Proof Marriage",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5728,9780765328540,2016,Better Than Before: Mastering the Habits of Our Everyday Lives,"Dance of the Gods (Circle Trilogy, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5729,9780449221520,1975,Broken Homes,"Nevermore (Nevermore, #1)",https://images.gr-assets.com/books/1294381693m/7129598.jpg,https://images.gr-assets.com/books/1294381693s/7129598.jpg
5730,9782020418780,2003,The King's Buccaneer,The Blind Owl,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5731,9781593080210,2004,El cuaderno de Maya,Pete the Cat: I Love My White Shoes,https://images.gr-assets.com/books/1319030278m/6871646.jpg,https://images.gr-assets.com/books/1319030278s/6871646.jpg
5732,9780671203240,2000,One Crazy Summer,"The Ring of Solomon (Bartimaeus, #0.5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5733,9780375725340,1980,Dragon Haven,"Welcome to Dead House (Goosebumps, #1)",https://images.gr-assets.com/books/1328867798m/125553.jpg,https://images.gr-assets.com/books/1328867798s/125553.jpg
5734,9780007162500,2011,"Right Ho, Jeeves",The Master Butchers Singing Club,https://images.gr-assets.com/books/1410133209m/142900.jpg,https://images.gr-assets.com/books/1410133209s/142900.jpg
5735,9780316407140,2002,"If You're Reading This, It's Too Late","Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5736,9789645571760,2012,Moonrise,"Until Friday Night (The Field Party, #1)",https://images.gr-assets.com/books/1429191171m/22522202.jpg,https://images.gr-assets.com/books/1429191171s/22522202.jpg
5737,9780812995210,1936,The Wednesday Letters,Mother of Pearl,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5738,9780060531230,2000,Betrayals,Everyone Brave is Forgiven,https://images.gr-assets.com/books/1462176457m/25814512.jpg,https://images.gr-assets.com/books/1462176457s/25814512.jpg
5739,9780399157870,2008,You've Been Warned,The Great Train Robbery,https://images.gr-assets.com/books/1328309104m/7682.jpg,https://images.gr-assets.com/books/1328309104s/7682.jpg
5740,9780689839050,1999,Chasing Vermeer,Safe Harbour,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5741,9780399154300,2001,The Jesus I Never Knew,The Things We Do for Love,https://images.gr-assets.com/books/1320542055m/297134.jpg,https://images.gr-assets.com/books/1320542055s/297134.jpg
5742,9780691097500,2001,Turning Angel,"Son of the Shadows (Sevenwaters, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5743,9781419151120,2014,The Unidentified Redhead,The Key to Rebecca,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5744,9780307267670,1998,A Child's Garden of Verses,"Hard Bitten (Chicagoland Vampires, #4)",https://images.gr-assets.com/books/1372850762m/9581001.jpg,https://images.gr-assets.com/books/1372850762s/9581001.jpg
5745,9780765312180,2002,The Informers,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,https://images.gr-assets.com/books/1320438055m/120231.jpg,https://images.gr-assets.com/books/1320438055s/120231.jpg
5746,9780525954220,1989,The Queen,"Vain (The Seven Deadly, #1)",https://images.gr-assets.com/books/1376504907m/18331807.jpg,https://images.gr-assets.com/books/1376504907s/18331807.jpg
5747,9781401228310,2010,The Devil Colony,At the Mountains of Madness,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5748,9780399155280,2006,The Walking Dead Volume 12,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5749,9780140447610,2011,Some Luck,"Veil of Midnight (Midnight Breed, #5)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5750,9780440220460,2006,Pedagogia do Oprimido,Subterranean,https://images.gr-assets.com/books/1336889308m/98807.jpg,https://images.gr-assets.com/books/1336889308s/98807.jpg
5751,9780316016650,2007,"William Shakespeare's Star Wars: Verily, a New Hope",I Don't Know How She Does It,https://images.gr-assets.com/books/1320396351m/39045.jpg,https://images.gr-assets.com/books/1320396351s/39045.jpg
