book_id,author
4485,Mary Warnock
4485,Richard Eyre
4486,Andrzej Sapkowski
4487,Edward O. Wilson
4487,Linda Lear
4487,Rachel Carson
4488,Brandon Sanderson
4489,Holly Madison
4490,James Patterson
4491,Nadia Hashimi
4492,Keith Thompson
4492,Scott Westerfeld
4493,Martha Stout
4494,Brian K. Vaughan
4494,Goran Sudžuka
4494,José Marzán Jr.
4494,Pia Guerra
4495,Jeff Kinney
4496,Dan Brown
4497,Jennifer Donnelly
4498,Ben Aaronovitch
4499,Charles Belfoure
4500,Michelle Rowen
4500,Morgan Rhodes
4501,Esther Hicks
4501,Jerry Hicks
4501,Wayne W. Dyer
4502,Isabel Allende
4502,Margaret Sayers Peden
4503,Alice Wakely
4503,Henry Fielding
4503,Thomas Keymer
4504,Sherwood Anderson
4505,Jamie McGuire
4506,Sue Grafton
4507,Brian K. Vaughan
4507,José Marzán Jr.
4507,Pia Guerra
4508,Joanne Harris
4509,Roberto Bolaño
4510,Douglas Coupland
4511,Matthew Inman
4511,The Oatmeal
4512,David Baldacci
4513,Anita Shreve
4514,Darren Shan
4515,Philip K. Dick
4516,Haruki Murakami
4516,Ted Goossen
4517,Kurt Vonnegut Jr.
4518,Rhonda Byrne
4519,Diana L. Paxson
4519,Marion Zimmer Bradley
4520,Anne Born
4520,Per Petterson
4521,Chuck Dixon
4521,Doug Moench
4521,Graham Nolan
4521,Jim Aparo
4521,Jim Balent
4521,Norm Breyfogle
4522,Brian K. Vaughan
4522,Fiona Staples
4523,Brad Thor
4524,Stephen King
4524,Willem Dafoe
4525,Elizabeth George Speare
4526,Charles Bukowski
4526,John Fante
4527,Rick Bragg
4528,Dean Koontz
4528,Leigh Nichols
4529,Jacob Grimm
4529,Philip Pullman
4529,Wilhelm Grimm
4530,Terry Goodkind
4531,Milan Kundera
4532,Philippa Gregory
4533,Stephen Coonts
4534,Susan Cooper
4535,Enid Bagnold
4536,Richard Branson
4537,Aristophanes
4537,Sarah Ruden
4538,Elizabeth Kostova
4539,Karen Marie Moning
4540,Peter Clines
4541,Gary D. Schmidt
4542,Jerry B. Jenkins
4542,Tim LaHaye
4543,Joe Abercrombie
4544,Pat Conroy
4545,Scott Jurek
4545,Steve Friedman
4546,Karin Slaughter
4547,Elin Hilderbrand
4548,Jerry B. Jenkins
4548,Tim LaHaye
4549,Marisa de los Santos
4550,Erin Hunter
4551,James Ellroy
4552,Louise Penny
4553,David Eddings
4554,Brett Matthews
4554,Joss Whedon
4554,Will Conrad
4555,Larry McMurtry
4556,Sherrilyn Kenyon
4557,Madeleine Wickham
4558,Max Lucado
4559,Carrie Jones
4560,Ian Fleming
4561,T.C. Boyle
4562,Melissa Marr
4563,Emma Straub
4564,R.L. Mathewson
4565,Terry Pratchett
4566,Eugene B. Sledge
4566,Paul Fussell
4567,Eleanor Estes
4567,Louis Slobodkin
4568,Sarah Addison Allen
4569,Meredith Wild
4570,Tracy Chevalier
4571,Steven Erikson
4572,Kass Morgan
4573,Alexandra Adornetto
4574,Brian K. Vaughan
4574,José Marzán Jr.
4574,Paul Chadwick
4574,Pia Guerra
4575,Jane Chapman
4575,Karma Wilson
4576,Lauren Graham
4577,Gabrielle Zevin
4578,Brian Jacques
4578,Gary Chalk
4579,Anne Rice
4580,Holly Black
4581,Melina Marchetta
4582,Alexander Theroux
4582,Thomas Hardy
4583,Michael Crichton
4583,Richard   Preston
4584,Jean-Paul Sartre
4584,Lionel Abel
4584,Stuart Gilbert
4585,Greg Bear
4586,P.D. James
4587,Kiersten White
4588,Terry Brooks
4589,Louise Penny
4590,Michael Connelly
4591,منى المرشود
4592,Nathaniel Hawthorne
4592,Robert S. Levine
4593,Erin Hunter
4594,Glennon Doyle Melton
4595,Louise Penny
4596,Richard Paul Evans
4597,Donald B. Gibson
4597,Monica W. Elbert
4597,W.E.B. Du Bois
4598,Hannah  Green
4598,Joanne Greenberg
4599,Cinda Williams Chima
4600,Elin Hilderbrand
4601,Shonda Rhimes
4602,Barbara Bray
4602,Marguerite Duras
4602,Maxine Hong Kingston
4603,Christopher Paolini
4604,Maya Banks
4605,Graham Greene
4605,John Updike
4606,Isabel Allende
4607,Marilynne Robinson
4608,Terry Brooks
4609,Kate Atkinson
4610,Stephanie Danler
4611,Julia Quinn
4612,Danny De Vito
4612,Edward Bloor
4613,Richard Matheson
4614,Claire Messud
4615,Nora Roberts
4616,Lisa Gardner
4617,Michael Connelly
4618,David Baldacci
4619,Nora Roberts
4620,Bryan Burrough
4620,John Helyar
4621,Ann Leckie
4622,Aaron Leichter
4622,David Fishelson
4622,Franz Kafka
4622,Max Brod
4623,Rysa Walker
4624,Ana Juan
4624,Catherynne M. Valente
4625,Denise Grover Swank
4626,James Patterson
4626,Marshall Karp
4627,Douglas Preston
4627,Lincoln Child
4628,Timur Vermes
4629,Chris Pavone
4630,Kathy Reichs
4631,Elin Hilderbrand
4632,Jerry B. Jenkins
4632,Tim LaHaye
4633,Jeff Lindsay
4634,Clara Winston
4634,Hermann Hesse
4634,Richard Winston
4634,Theodore Ziolkowski
4635,Kevin Powers
4636,Harlan Coben
4637,Katie Ashley
4638,Gerald Durrell
4638,Helma Lapiņa
4639,Tawni O'Dell
4640,Raymond Carver
4641,J.K. Rowling
4642,Robin A.H. Waterfield
4642,Stephen King
4643,Donald Miller
4644,Alison Goodman
4645,Louisa May Alcott
4646,Maurice Sendak
4647,Sue Grafton
4648,Quinn Loftis
4649,Doreen Cronin
4649,Harry Bliss
4650,Susan Cooper
4651,Kevin Hearne
4652,Emily Snow
4653,Jane Austen
4654,Michel Faber
4655,Claire LaZebnik
4656,Laurell K. Hamilton
4657,Richard Condon
4658,Judy Blume
4659,James Patterson
4660,Anne Lamott
4661,Ann Druyan
4661,Carl Sagan
4662,Abbi Glines
4663,Shane Claiborne
4664,John Medina
4665,D.J. MacHale
4666,Richard C. Morais
4667,Anthony Horowitz
4668,Lincoln Peirce
4669,Meg Cabot
4670,Tim Burton
4671,Edwidge Danticat
4672,Louis-Ferdinand Céline
4672,Ralph Manheim
4672,William T. Vollmann
4673,Michael Connelly
4674,Matt Haig
4675,Anthony Horowitz
4676,Essam Youssef
4677,Shaunti Feldhahn
4678,Dean Koontz
4678,Keith Szarabajka
4679,Lynsay Sands
4680,Nora Roberts
4681,Matthew Reilly
4682,Ken Follett
4683,Jasper Fforde
4684,Adam Smith
4685,Richard Ford
4686,Jasper Fforde
4687,Holly Black
4687,Tony DiTerlizzi
4688,Antony Beevor
4689,Kyousuke Motomi
4690,Betsy Lewin
4690,Doreen Cronin
4691,Beryl Markham
4692,Steven Galloway
4693,Lisa Kleypas
4694,Betty White
4695,Donald A. Cress
4695,René Descartes
4696,Daniel Silva
4697,John Irving
4698,L.M. Montgomery
4699,James Surowiecki
4700,Douglas Preston
4700,Lincoln Child
4701,James Herbert
4702,Anthony Robbins
4702,Jason Winters
4702,Kenneth H. Blanchard
4703,Douglas Preston
4703,Lincoln Child
4704,Jeanette Winterson
4705,Ann Aguirre
4706,Roz Chast
4707,Marilyn Manson
4707,Neil Strauss
4708,BookRags
4709,Bernard Waber
4710,Gail Carriger
4711,José Saramago
4711,Margaret Jull Costa
4712,Tamora Pierce
4713,Dean Koontz
4714,Fredrik Backman
4714,Henning Koch
4714,سمانه پرهیزکاری
4715,Rob Bell
4716,Edward Said
4716,Rudyard Kipling
4717,Beverly  Lewis
4718,Anne Bishop
4719,Nicholas Meyer
4720,Suzanne Collins
4721,Timothy J. Keller
4722,Peter Mayle
4723,Jonathan Harr
4724,Chris Bohjalian
4725,Sonia Sotomayor
4726,Vernor Vinge
4727,Allen W. Wood
4727,Immanuel Kant
4727,Paul Guyer
4728,Agatha Christie
4729,Rien Poortvliet
4729,Wil Huygen
4730,MaryJanice Davidson
4731,Steven Pressfield
4732,Hester Browne
4733,John Stuart Mill
4734,Alan Cumming
4735,Nigella Lawson
4736,D.M. Pulley
4737,Jill Shalvis
4738,Sylvain Reynard
4739,Bryan Lee O'Malley
4740,Atul Gawande
4741,Cherrie Lynn
4742,Kylie Scott
4743,J. Jeremy Wisnewski
4743,Rebecca Housel
4743,William Irwin
4744,Eric Berne
4745,Brandon Sanderson
4746,Alexandre Dumas fils
4746,David Coward
4747,Rachel Hauck
4748,Harry Paul
4748,John Christensen
4748,Kenneth H. Blanchard
4748,Stephen C. Lundin
4749,Stephen E. Ambrose
4750,Linda Sue Park
4751,Michael  Grant
4752,Penelope Ward
4752,Vi Keeland
4753,Philip José Farmer
4754,Nora Roberts
4755,Mark Helprin
4756,Sidney Sheldon
4757,J.D. Robb
4757,Susan Ericksen
4758,Thomas Paine
4759,Adeline Yen Mah
4760,مصطفى محمود
4761,C.C. Hunter
4762,Timothy Ferriss
4763,Frank Wynne
4763,Michel Houellebecq
4764,Georgia Cates
4765,Bram Stoker
4765,Dick Giordano
4765,Mark D. Beazley
4765,Roy Thomas
4766,Dav Pilkey
4767,Paul Tough
4768,Arthur C. Clarke
4769,Elif Shafak
4770,David Levithan
4771,James Rollins
4772,Scott B. Smith
4773,Erin Hunter
4774,Michael Blake
4775,Tamora Pierce
4776,Brent Weeks
4777,William Faulkner
4778,Anonymous
4779,Ellis Peters
4780,Giorgio Vasari
4780,Julia Conway Bondanella
4780,Peter Bondanella
4781,Sherrilyn Kenyon
4782,Angie Sage
4783,Dmitry Glukhovsky
4783,M. David Drevs
4784,Christos Tsiolkas
4785,Forbes Watson
4785,Margery A. Ryerson
4785,Robert Henri
4786,Marcus Sakey
4787,Camille Pagán
4788,Jonathan Lethem
4789,Dean Koontz
4790,Jeff VanderMeer
4791,Holly Black
4791,Tony DiTerlizzi
4792,Caroline Preston
4793,Myla Goldberg
4794,Karin Slaughter
4795,Dean Koontz
4796,Ram Dass
4796,Richard Alpert
4797,Patricia Cornwell
4798,Conn Iggulden
4799,David Eddings
4800,Clive Barker
4801,Lara Adrian
4802,Tess Gerritsen
4803,Brad Stone
4804,Brittainy C. Cherry
4805,Kresley Cole
4806,Steven Erikson
4807,Heidi McLaughlin
4808,Charlie N. Holmberg
4809,Ashwin Sanghi
4810,Norman Mailer
4811,James M. McPherson
4812,Michael Teitelbaum
4812,Sue DiCicco
4813,Andrew Gross
4813,James Patterson
4814,Rob Buyea
4815,Judy Blume
4816,Jeaniene Frost
4817,Jennifer L. Armentrout
4818,Lindsey Kelk
4819,Meg Cabot
4820,A.N. Roquelaure
4820,Anne Rice
4821,Beth Fantaskey
4822,E.E. Cummings
4823,Charles Burck
4823,Larry Bossidy
4823,Ram Charan
4824,Caitlin Doughty
4825,Daniel Silva
4826,H.P. Lovecraft
4827,Christopher Golden
4827,Joe Hill
4828,David Mitchell
4829,Simon Wood
4830,Richelle Mead
4831,Grace Lin
4832,Arthur Ransome
4833,Olivia Cunning
4834,Caitlin Moran
4835,Andrea Hirata
4836,A.J. Jacobs
4837,Lisa Gardner
4838,Chris Bohjalian
4839,Mary Kay Andrews
4840,S.K. Tremayne
4841,J.A. Redmerski
4842,Tracy Chevalier
4843,Michael Moss
4844,Edward Eager
4844,N.M. Bodecker
4845,Jane Austen
4845,Patrick Arrasmith
4845,Steve Hockensmith
4846,Lisa Gardner
4847,Kevin Henkes
4848,Helene Hanff
4849,J.R. Ward
4850,Arnold Kotler
4850,Dalai Lama XIV
4850,Thich Nhat Hanh
4851,Kyousuke Motomi
4852,Anna Kendrick
4853,Robert Masello
4854,Kate Atkinson
4855,Jim Aparo
4855,Jim Starlin
4855,Mike DeCarlo
4856,Colum McCann
4857,Jeaniene Frost
4858,Lisa Lutz
4859,Clive Barker
4860,James Rollins
4861,Donald Miller
4862,Shel Silverstein
4863,Robert   Harris
4864,Daniel Suarez
4865,Thornton Wilder
4866,Fyodor Dostoyevsky
4867,Laurell K. Hamilton
4868,James E. Talmage
4869,Don Ferguson
4870,Charlotte Brontë
4870,collaborative
4870,Jessica Cox
4870,Lucasta Miller
4871,Nora Roberts
4872,Tom Robbins
4873,Paul Beatty
4874,Bill Willingham
4874,Craig Hamilton
4874,Mark Buckingham
4874,P. Craig Russell
4874,Steve Leialoha
4875,Dick Hill
4875,Lee Child
4876,Tess Gerritsen
4877,Dr. Seuss
4878,Bella Forrest
4879,Jenna Miscavige Hill
4879,Lisa Pulitzer
4880,James J. Helm
4880,Plato
4881,Garth Ennis
4881,Penn Jillette
4881,Steve Dillon
4882,Anne Rice
4883,Diane Muldrow
4883,J.P. Miller
4884,Sandra Brown
4885,Dan Simmons
4886,Ludwig Bemelmans
4887,John Heilemann
4887,Mark Halperin
4888,V.C. Andrews
4889,Kim Harrison
4890,Joe Musser
4890,Joni Eareckson Tada
4891,Margaret Weis
4891,Tracy Hickman
4892,James Patterson
4893,Ross King
4894,Shakti Gawain
4895,Janet Evanovich
4896,Colleen Hoover
4896,Tarryn Fisher
4897,Darynda Jones
4898,Anya Seton
4898,Philippa Gregory
4899,Marina Lewycka
4900,Kimberly McCreight
4901,Kelley Armstrong
4902,Jean-Jacques Sempé
4902,René Goscinny
4903,A.G. Riddle
4904,Harold G. Moore
4904,Joseph L. Galloway
4905,Ken Follett
4906,Barbara W. Tuchman
4907,Mike Lupica
4908,Neil Strauss
4909,Sue Grafton
4910,Julia Quinn
4911,Rick Riordan
4911,Tk
4912,Lisa Gardner
4913,Debbie Macomber
4914,R.A. Salvatore
4915,Nelson DeMille
4916,Darren Shan
4917,Eric Van Lustbader
4917,Robert Ludlum
4918,Elle Kennedy
4919,Karen Kingsbury
4920,Anita Shreve
4921,Ilona Andrews
4922,Ben Aaronovitch
4923,James Patterson
4923,Maxine Paetro
4924,Sidney Sheldon
4925,Terry Pratchett
4926,Lisa Kleypas
4927,Ted Dekker
4928,Louise Penny
4929,Jennifer L. Armentrout
4930,Jun Mochizuki
4930,望月淳
4931,H.P. Lovecraft
4932,Mary Karr
4933,Anne McCaffrey
4934,Kathryn Erskine
4935,أحمد حلمي
4936,Joshua Harris
4937,Zilpha Keatley Snyder
4938,Kaye Gibbons
4939,Edwin Muir
4939,Eithne Wilkins
4939,Ernst Kaiser
4939,Franz Kafka
4939,James Stern
4939,John Updike
4939,Nahum N. Glatzer
4939,Tania Stern
4939,Willa Muir
4940,Isa Chandra Moskowitz
4940,Terry Hope Romero
4941,Margaret Weis
4941,Tracy Hickman
4942,Flannery O'Connor
4943,Sabahattin Ali
4944,Terry Brooks
4945,Charles M. Sheldon
4946,Kresley Cole
4947,Mo Willems
4948,David Baldacci
4949,Elissa Wall
4949,Lisa Pulitzer
4950,Ruta Sepetys
4951,Aaron Sowd
4951,Doug Mahnke
4951,Ed Brubaker
4951,Patrick Zircher
4951,Steve Bird
4952,Erin Hunter
4953,Ben Horowitz
4954,Jessica Sorensen
4955,Stephen R. Donaldson
4956,Russell Brand
4957,Nora Roberts
4958,Simon Garfield
4959,J.D. Robb
4960,Charles Bukowski
4961,N.K. Jemisin
4962,R.D. Ronald
4963,John Katzenbach
4964,Jasper Fforde
4965,S.E. Hinton
4966,Del Roy
4966,Trenton Lee Stewart
4967,Kevin    Wilson
4968,Chris Gardner
4969,Karl Ove Knausgård
4970,Alan Bradley
4971,Doris Kearns Goodwin
4972,Richard Russo
4973,Walker Percy
4974,Anton Chekhov
4974,Tom    Murphy
4975,Wendy Mass
4976,Christopher Tolkien
4976,J.R.R. Tolkien
4977,Ann Brashares
4978,Grant Naylor
4979,Christopher Moore
4980,Ahlam Mosteghanemi
4980,أحلام مستغانمي
4981,G.K. Chesterton
4982,Jane O'Connor
4982,Robin Preiss Glasser
4983,Graham Greene
4984,Jeff Kinney
4985,Patricia C. Wrede
4985,Peter de Sève
4986,Howard Roughan
4986,James Patterson
4987,Chris Riddell
4987,Neil Gaiman
4988,Susan Meissner
4989,A.N. Roquelaure
4989,Anne Rice
4990,Dee Henderson
4991,Ravinder Singh
4992,Douglas Smith
4992,Gregory Maguire
4993,Raymond E. Feist
4994,Tobias Wolff
4995,Jonathan Maberry
4996,Willa Cather
4997,Patricia Briggs
4998,Rick Riordan
4999,Martin Sorrell
4999,Molière
5000,Larissa Ione
5001,Kazune Kawahara
5002,أثير عبدالله النشمي
5003,Mercer Mayer
5004,James Rollins
5005,David D. Burns
5006,Nora Roberts
5007,Patricia Cornwell
5008,Melody Beattie
5009,Galya Diment
5009,Ivan Goncharov
5009,Stephen Pearl
5010,Clive Cussler
5011,Ruth Reichl
5012,Ashley Merryman
5012,Po Bronson
5013,Nelson DeMille
5014,Mary Higgins Clark
5015,Janny Wurts
5015,Raymond E. Feist
5016,Neal Shusterman
5017,Kresley Cole
5018,John Grisham
5018,Richard Thomas
5019,Chris Ware
5020,Richard Peck
5021,Kristen Ashley
5022,Carlos Ruiz Zafón
5023,Ann Brashares
5024,Jeanette Winterson
5025,Colleen Houck
5026,Dean Koontz
5027,Matt Ridley
5028,Sandra Boynton
5029,Louise Rennison
5030,Jerry B. Jenkins
5030,Tim LaHaye
5031,Phil Klay
5032,Libba Bray
5033,James M. Cain
5034,Carrie Ryan
5035,Robert Kurson
5036,Clare Vanderpool
5037,Amitav Ghosh
5038,Jessica Anthony
5038,Rodrigo Corral
5039,Lisa Scottoline
5040,James Dashner
5041,Agatha Christie
5042,J.D. Robb
5043,Don Bartlett
5043,Jo Nesbø
5044,Charlaine Harris
5045,Isabel Allende
5045,Margaret Sayers Peden
5046,Naguib Mahfouz
5046,نجيب محفوظ
5047,China Miéville
5048,Meg Cabot
5049,Anne McCaffrey
5050,Rachel Simon
5051,Dava Sobel
5052,Leon Uris
5053,Allen Say
5054,Amitav Ghosh
5055,Isaac Asimov
5055,Robert Silverberg
5056,David Shannon
5056,Melinda Long
5057,Edward Abbey
5058,John Irving
5059,Rob Bell
5060,Rachel Caine
5061,Jeffrey Archer
5062,Linda Howard
5063,M. Leighton
5064,Mira Lyn Kelly
5065,Linwood Barclay
5066,Katherine Hannigan
5067,Robin Hobb
5068,Aldo Leopold
5069,Eric Knight
5069,Marguerite Kirmse
5070,T. Colin Campbell
5070,Thomas M. Campbell II
5071,Axel Scheffler
5071,Julia Donaldson
5072,Douglas Adams
5073,Arthur C. Clarke
5074,Sui Ishida
5074,石田 スイ
5075,Cressida Cowell
5076,David Foster Wallace
5077,Mary Higgins Clark
5078,Lauren Conrad
5079,Kiera Cass
5080,Greg Iles
5081,Joseph J. Ellis
5082,Don Bartlett
5082,Jo Nesbø
5083,Daniel Silva
5084,Paul Bowles
5085,Patrick Ness
5086,Alison Weir
5087,Lily Koppel
5088,G.K. Chesterton
5088,Jonathan Lethem
5089,Ernestine Gilbreth Carey
5089,Frank B. Gilbreth Jr.
5090,Douglas Preston
5090,Mario Spezi
5091,Daniel Woodrell
5092,Laurell K. Hamilton
5093,Bernard Cornwell
5094,Jessica Seinfeld
5095,Anita Shreve
5096,Katie Ashley
5097,Maeve Binchy
5098,Aleatha Romig
5099,Paul Kidby
5099,Terry Pratchett
5100,Isaac Asimov
5101,Philip Gourevitch
5102,Jonathan Cahn
5103,Daniel Silva
5104,Susan Vreeland
5105,Jennifer E. Smith
5106,L.A. Weatherly
5107,Brandon Mull
5108,Adeline Yen Mah
5109,John Sandford
5110,Bryan J.L. Glass
5110,Hugo Petrus
5110,Raymond E. Feist
5110,Tim Seeley
5111,Vi Keeland
5112,J.R. Ward
5113,Gabriel Rodríguez
5113,Joe Hill
5114,Alan Tiegreen
5114,Beverly Cleary
5115,Agatha Christie
5116,Gregory Rabassa
5116,Julio Cortázar
5117,Karin Slaughter
5118,Marissa Meyer
5119,Eric Clapton
5120,Naomi Klein
5121,Harlan Coben
5122,Hunter S. Thompson
5123,P.D. James
5124,Sarah Addison Allen
5125,Ted Chiang
5126,Mario Vargas Llosa
5127,Heidi W. Durrow
5128,Bret Easton Ellis
5129,Lisa Gardner
5130,Habiburrahman El-Shirazy
5131,Erin Watt
5132,Margaret Jull Costa
5132,Paulo Coelho
5133,Lisa Scottoline
5134,Clive Barker
5135,Mary Higgins Clark
5136,D.J. MacHale
5137,Kristen Ashley
5138,Robert K. Massie
5139,Janet Evanovich
5140,Chris Grabenstein
5141,Robert A. Heinlein
5142,Francine Rivers
5143,David Wiesner
5144,Tom Clancy
5145,Mercedes Lackey
5146,Joan Didion
5147,Raymond E. Feist
5148,Courtney Allison Moulton
5149,Stephen King
5150,Paul Auster
5151,Holly Black
5151,Tony DiTerlizzi
5152,Marjorie Kinnan Rawlings
5153,Katie McGarry
5154,Chris Ayres
5154,Ozzy Osbourne
5155,J. Maarten Troost
5156,Maria V. Snyder
5157,Kaye Gibbons
5158,Nora Roberts
5159,Darren Shan
5160,David Eddings
5161,Bill Clegg
5162,Nelson DeMille
5163,Elisabeth Kübler-Ross
5164,James Patterson
5164,Maxine Paetro
5165,Lisa Kleypas
5166,Patricia Cornwell
5167,Dennis Lehane
5168,R.A. Salvatore
5169,Ellen Hopkins
5170,Kristen Proby
5171,J.D. Robb
5172,Monica  Murphy
5173,Brian K. Vaughan
5173,Goran Parlov
5173,José Marzán Jr.
5173,Pia Guerra
5174,Nora Roberts
5175,Robin McKinley
5176,Sue Grafton
5177,Jesmyn Ward
5178,Kristen Callihan
5179,Naomi Novik
5180,David McCullough
5181,Brian K. Vaughan
5181,Goran Sudžuka
5181,José Marzán Jr.
5181,Pia Guerra
5182,Edward Rutherfurd
5183,Natasha Preston
5184,Ally Carter
5184,David Levithan
5184,Gayle Forman
5184,Holly Black
5184,Jenny Han
5184,Kelly Link
5184,Kiersten White
5184,Laini Taylor
5184,Matt de la Pena
5184,Myra McEntire
5184,Rainbow Rowell
5184,Stephanie Perkins
5185,Hugh Howey
5186,Scott  Meyer
5187,Richard Russo
5188,Richard Bachman
5188,Stephen King
5189,Émile Zola
5189,Roger Pearson
5190,Abbi Glines
5191,Michael Ondaatje
5192,Alfred Bester
5193,Melissa de la Cruz
5194,Meg Cabot
5195,Dean Koontz
5196,Lisa Gardner
5197,J. Lynn
5197,Jennifer L. Armentrout
5198,Isabel Allende
5198,Margaret Sayers Peden
5199,Jacqueline Kelly
5200,Katie Alender
5201,Clive Cussler
5202,David Mazzucchelli
5203,David Eddings
5204,Charlie Adlard
5204,Cliff Rathburn
5204,Robert Kirkman
5205,Kazu Kibuishi
5206,Carl Hiaasen
5207,Bill Watterson
5208,Danny Gregory
5209,Dean Koontz
5210,Alan Sheridan
5210,Drago Braco Rotar
5210,Michel Foucault
5210,Thomas Mathiesen
5210,Walter Seitter
5211,Catherine Ryan Hyde
5212,Danny Gregory
5213,Arina Tanemura
5213,Tomo Kimura
5214,Bernard Cornwell
5215,Anne Lamott
5216,Sarah Dunant
5217,Peter V. Brett
5218,Sherrilyn Kenyon
5219,Nicholas Sparks
5220,Anita Shreve
5221,Shannon Hale
5222,Jeffrey Archer
5223,Amy A. Bartol
5224,Aprilynne Pike
5225,Joe McGinniss
5226,Sudhir Venkatesh
5227,Bryan J.L. Glass
5227,Michael Avon Oeming
5227,Raymond E. Feist
5227,Ryan Stegman
5228,John C. Maxwell
5229,C.S. Lewis
5230,Laline Paull
5231,Sara Gruen
5232,David Eddings
5232,Leigh Eddings
5233,Kevin Kwan
5234,Elizabeth George
5235,Brad Thor
5236,Ann Leary
5237,Rudolfo Anaya
5238,Bret Easton Ellis
5239,Sue Grafton
5240,Jo Nesbø
5241,Alessandro Baricco
5242,Tatiana de Rosnay
5243,Jerry B. Jenkins
5243,Tim LaHaye
5244,Archibald Colquhoun
5244,Italo Calvino
5245,Stephenie Meyer
5245,Young Kim
5246,Belle Aurora
5247,Roger Zelazny
5248,Gena Showalter
5249,Andrzej Sapkowski
5250,Jillian Dodd
5251,Kate Alcott
5252,Judith McNaught
5253,Chris Van Allsburg
5254,Ken Grimwood
5255,David Eagleman
5256,Neil deGrasse Tyson
5257,Margaret Atwood
5258,Richard Dawkins
5259,Marissa Meyer
5260,Paul Zindel
5261,Lincoln Child
5262,Meg Cabot
5263,Alexander McCall Smith
5264,Kerrelyn Sparks
5265,Dr. Seuss
5266,Christina Lauren
5267,Robert Muchamore
5268,Sarah Simblet
5269,Simon Singh
5270,Richard Paul Evans
5271,Amanda Hocking
5272,Aurora Rose Reynolds
5273,Angela Carter
5274,Anthony Bourdain
5275,Simon Schama
5276,Michelle Burford
5276,Michelle Knight
5277,Nora Roberts
5278,Simone Elkeles
5279,Jasmine Warga
5280,Kim Gordon
5281,Heather Brewer
5282,Patricia Cornwell
5283,Joseph Campbell
5284,John Sandford
5285,D.C. Talk
5285,The Voice of the Martyrs
5286,Michael Pollan
5287,Anne Bishop
5288,Orson Scott Card
5289,Don Bartlett
5289,Jo Nesbø
5290,Anne Rice
5291,Yuji Oniki
5291,Yuu Watase
5292,Brunonia Barry
5293,Anne Rice
5293,Daerick Gröss
5293,Faye Perozich
5293,Michael Halbleib
5293,Travis Moore
5294,Sherman Alexie
5295,Laurell K. Hamilton
5296,Stephenie Meyer
5297,Anchee Min
5298,Eoin Colfer
5299,Kathy Reichs
5300,H.M. Ward
5301,Arthur Hughes
5301,George MacDonald
5302,Camilla Läckberg
5302,Steven T. Murray
5303,Dr. Seuss
5304,Dean Koontz
5305,Madeleine Wickham
5306,Neal Stephenson
5307,Terry Pratchett
5308,Joelle Charbonneau
5309,Sue Grafton
5310,Roger Zelazny
5310,Sönmez Güven
5311,Quentin Blake
5311,Roald Dahl
5312,Mike Mignola
5313,Scott B. Smith
5314,James Patterson
5314,Michael Ledwidge
5315,David Thomson
5315,Joan Didion
5316,Kelley Armstrong
5317,Kim Stanley Robinson
5318,Alan R. Clarke
5318,Paulo Coelho
5319,Louise Penny
5320,A.S. King
5321,Joseph Delaney
5321,Patrick  Arrasmith
5322,L.J. Smith
5323,Karen Marie Moning
5324,Karen Marie Moning
5325,Reza Aslan
5326,Philip K. Dick
5327,Deirdre Bair
5327,H.M. Parshley
5327,Simone de Beauvoir
5328,Jennifer A. Nielsen
5329,Margaret Weis
5329,Tracy Hickman
5330,Kurt Vonnegut Jr.
5331,Brian K. Vaughan
5331,Goran Sudžuka
5331,José Marzán Jr.
5331,Pia Guerra
5332,Dan Simmons
5333,Brooke A. Allen
5333,Brooke Allen
5333,Carey Pietsch
5333,Carolyn Nowak
5333,Faith Hicks
5333,Grace Ellis
5333,Kat Leyh
5333,Noelle Stevenson
5333,Shannon Waters
5333,Shannon Watters
5333,Various
5334,Elaine N. Aron
5335,Chitra Banerjee Divakaruni
5336,H.W. Brands
5337,Douglas Preston
5337,Lincoln Child
5338,Susan Beth Pfeffer
5339,Yoshihiro Togashi
5339,冨樫 義博
5340,J.D. Robb
5341,Connie Willis
5342,James Patterson
5342,Ned Rust
5343,Michael Crichton
5344,Daniel Abraham
5344,George R.R. Martin
5344,Tommy Patterson
5345,Holly Black
5346,Raymond Carver
5347,Jasper Fforde
5348,Jean M. Auel
5349,Lucy Grealy
5350,Lauren Oliver
5351,Walt Disney Company
5352,Angie Sage
5352,Mark Zug
5353,Jeff Kinney
5354,Dashiell Hammett
5355,Candace Bushnell
5356,David Brin
5357,Raymond E. Feist
5358,David Lodge
5358,Kingsley Amis
5359,Karin Slaughter
5360,Marie Lu
5361,Kristin Hannah
5362,Susane Colasanti
5363,Jeff Hobbs
5364,Li Cunxin
5365,Lisa Gardner
5366,Brian K. Vaughan
5366,José Marzán Jr.
5366,Pia Guerra
5367,Greg Bear
5368,Helen Simonson
5369,Aniela Jaffé
5369,C.G. Jung
5369,Clara Winston
5369,Richard Winston
5370,Laurell K. Hamilton
5371,Diana Gabaldon
5372,Meg Cabot
5373,ياسر حارب
5374,Milan Kundera
5374,Suzanne Rappaport
5375,Julia Quinn
5376,Founding Fathers
5377,Gilles Néret
5378,Malcolm Lowry
5379,Rachel Abbott
5380,Mary Pope Osborne
5380,Salvatore Murdocca
5381,Robert A. Heinlein
5382,Jack London
5383,Meg Cabot
5384,Kate Beaton
